file_name,comment_text,stance_label
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,MOOCs as change agents to boost innovation in higher education learning arenas.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","Table 3.1 given below presents their distribution by gender, educational and aided/un-aided categories.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Her mother went to a nearby place and told her to wait for a while.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,189 Girls’ Interaction with teachers Student’s interaction with teachers is a factor that gives opportunity for the students to learn more and improve their performance.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,All the teaching posts are to be filled up at all the time.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Taking this requirement into there should be sanction and appointment of required number of chowkidar has to be done.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,The state has not faced any constraints with regard to manpower (vii) There are 524 full time teachers and 54 part time teacher and all of them are females.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","The Department has also warned schools not to include 50 listed criteria like parents education, profession, income, food habits, and written or oral interview of both students and parents – abolished by Delhi in 2016.",Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"The National Education Policy (NEP) 2020 further stipulates that prior to age 5, every child will move to a “Preparatory Class” or Balavatika, and the MDM scheme will also be extended to these pre-schools (MHRD 2020b).",Neutral
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,It exhibits the occupational distribution of the respondents among different genders of the respondents and their opinion on the criteria of how people agree with the new changes that were brought up in education.,Neutral
SSG-2022-report.pdf,"Ipsos in-house team was used for CAPI programming. Data was collected by more than 1000 Assessors and supervisors in the field, and to authenticate the data collected by them, rigorous quality control measures adopted at every stage of the execution.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,We are indebted to the officers of the HRD vertical of NITI Aayog who had given us the guidance in the special meetings held to finalise the tools for the study.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,The deficiencies if any in this regard have to be identified by them and removed.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"The structure of the MDM scheme allows for customization of the weekly menu, with the inclusion of local staples and consideration of local food preferences.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf", The school shall not refuse to grant admission to EWS/DG category children on the ground of distance range.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,Public and private schools in rural India.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",As some parents could not pay for the text books and uniforms etc.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,The same may be attended to Boundary wall with Kanta may be provided.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,The intensity of visit by higher officials to KGBV differs from state to state.,Neutral
SSG-2022-report.pdf,81.8% 89.1% 88.2% 96.2% 54.8% Figure 7: Service Level Progress Top Performers Top Performers are the top 3 States/UTs and Districts that scored highest overall scores.,Support
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",77 Table 4.9 presents the details Table 4.9: Current enrolment in sample schools in Karnataka Class Total No.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",Yes 10 8 18 No 0 2 2 Total 10 10 20 Development and Research Services Pvt.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf, There is a need for strengthening academic rigour of the scheme.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"The first set of MDM scheme guidelines were issued in 2006, and these were followed by the MDM Rules in 2015.",Oppose
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,16 Status of recognition of schools In Assam there are 67 KGBVs sanctioned and all of them are established and functioning and all of them are recognised.,Neutral
SSG-2022-report.pdf,Ipsos investigators systematically collected photos as evidence for field observations.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,About 47 percent of the ex-students have said that sufficient computers were available for them whereas only about 45 percent of the current students have said that sufficient number of computers are available for them.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,1.2.6 Role of NCERT in strengthening the KGBVs  NCERT textbooks should be used in KGBV Schools.,Neutral
SSG-2022-report.pdf,Since the size of the Districts varies and to ensure proper representation of the sample in each District a cap of minimum 22 and maximum 31 villages was fixed for selecting the villages.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,The information in this regard has been collected from the selected schools and it is found that in all the six KGBVs visited the doctor attached visits the school once in a month.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","Rule 9 of DRTE Rules states that the local authority would maintain records of all children in its jurisdiction, through a household survey, from their birth till they attain 14 years.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Table 5.63 Distribution of girls as per their ranking of the extra class room activities.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,The condition has been observed by our staff and the distribution of the School Buildings as per their condition can be seen 159 in the table below.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,(ii) In the state SSA which is now merged with Samagra Shiksha is looking after the matters of KGBV.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",About 50% of the schools required some additional funds to meet the fund deficit post receipt reimbursement.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,This might be because of the quantity of rain and the changes in the structures made in the schools etc.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"Basic requirements / facilities such as separate class rooms for different classes, Furniture, Electricity, and Drinking Water are available more than requirement in 47% of the school.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","16,000/- in Delhi, MP and Karnataka respectively.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Ripa Barpatra Gohain is the daughter of Shri Nareswar Barpatra Gohain and Smt.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"Specifically, 42% of the states reported spending higher than their stipulated share for scheme expenses.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Explore a system of incentives to attract trained teachers to the KGBVs.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Findings – 4.1 Assam Arrangement at the level of management and facilitation of KGBV schools (i) There is no state level committee to look after the matters of KGBV.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf, This scheme needs to be seen not merely as yet another project but as one that seeks to promote meaningful social change.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"Jharkhand, in particular, is still heavily reliant on charcoal/wood stoves.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",In all private schools excluding minority institutions 25% seats are reserved for EWS/DG categories.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","However, only 2 urban schools had some requirement of additional funds to meet the fund deficit post receipt reimbursement.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,In Chhattisgarh the ratio of followers and non-followers is near about 6: 4 whereas almost all (97%) the ex-students in the state were following the taboos when they were in the hostel.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",But in all other classes it gradually declines.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","Further, the estimates generated will be useful for assessing the impact of the provisions of the Act under study.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","94 CHAPTER 5 CONCLUSION 5.1 Introduction The study attempted to assess the status of implementation of provisions made in section 12 (1) (c) of the RTE Act 2009 in Delhi, Madhya Pradesh and Karnataka.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,It is only one out of the 12 teachers who said that the interactions need improvement.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",The unaided school shall be reimbursed the expenditure so incurred by it to the extent of per child expenditure incurred by the State or the actual amount charged from the child whichever is less.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Teachers for different subjects It is desired that there are separate teaches for teaching each subjects to the girls.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","5.4 Recommendations: Based on the study findings, interaction with key stakeholders and observations of the research team following recommendations are made for consideration.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"for the collection of information through FGDs, in-depth interviews etc.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",The parents of the students apply for admissions to multiple schools on the DoE portal as per their preference.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Steps taken for the safety and security of the girls as ascertained from the school in charges.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"This publication was designed by Image Ark, Nepal and has been prepared under the overall guidance of GCNF’s Executive Director, Arlene Mitchell.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Sample size The sample size at school level for the different target population contacted and the number of samples from each target group at each centre are indicated below.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Profile of KGBV students  Examine o Whether the girls enrolled in the KGBV schools reflect the schemes objectives to bring drop outs / never enrolled girls or girts in difficult circumstances?,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf"," Majority of schools provided /displayed information for parents about admission process including number of seats available, neighbourhood criterion, documents required, deadline for submission and date of draw for selection of students.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",They had given preference for admission in 2-3 schools.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",• Mismatch between online details and documentary evidence.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,The state- wise disaggregation of funding is given in Table 7.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","88 Table 4.21 presents the details Table 4.21: Distribution of sample schools, by area, having drop-outs of EWS/ DG students after admission in sample schools in Karnataka List of items Distribution of schools Rural Urban Total No.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","Table 4.18: Distribution of sample schools, by area, providing free Items to students admitted under section 12(1) (C) of RTE Act 2009 in Karnataka List of items Distribution of schools Rural Urban Total No.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","The school records must be updated accordingly Free Provisions  All schools must provide free school uniform, text books and stationery to the EWS/DG category students admitted under Section 12 (1)(c) of the RTE Act.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,A Committee is notified by the deputy commissioner to select candidates adhering to all the Procedures and conducting written exam and interview and selecting candidates on merit basis as per guideline provided from the Mission Director.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",Special training for out of school children for a minimum period of three months and maximum period of not exceeding two years.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"Similarly, between 2017/18 and 2018/19, 13 states show a decline in children receiving mid-day meals, with an average decrease of 7%.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,There is no case where major repairs are required.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,50 percent have said that it is just good and the rest about 17 percent have said it needs improvement.,Neutral
SSG-2022-report.pdf,This was assigned a weight of 35% carrying 350 Marks as the success of Swachh Bharat Mission (Grameen) has always been attributed being a Jan-Andolan and the contribution of citizens towards the goal of achieving Swachhata cannot be undermined.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf, There should be enriched curriculum for girls in KGBV.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"Items using chemical additives and preservatives such as fast food, pickles, and tinned products are eschewed due to health reasons.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf, The girls who graduate could be given an opportunity to come back once a year at least two years – this would greatly help in retaining them in the school system up to class 10.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","Ltd, New Delhi Page IX Admission Process:  There should be a mechanism for submission of off-line application forms for those who cannot follow online process.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,This is an indicator of successful operation of KGBV schools.,Support
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",Interaction with the parents of the school children revealed the following:  Majority of parents had very positive social experience about treatment given to their children in sample schools.,Support
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",• Any other General Instructions for all concerned.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,The students in rural areas are performing better in all the subjects.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",• In many schools even teachers were unable to distinguish between RTE and non-RTE student.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Table 6.53 Distribution of teaches as per their opinion on the sufficiency of teachers in their schools.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,The 11 teachers were taken one each representing different classes by simple random sampling.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,In Madhya Pradesh except for one student all others students have said that the examinations are being held regularly.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,It is found that in two third of the six KGBVs selected the bridge courses are conducted.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Table 4.66 Distribution of Ex-students as per the number of years they have spent in KGBV State 1.0 2.0 3.0 4.0 >4 Total Assam 0 0 18 11 1 30 0.0% 0.0% 60.0% 36.7% 3.3% 100.0% Normally a girl is expected to spend three years in KGBV.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf"," In Karnataka, percentage of students enrolled under EWS / DG category wrt current strength was about 12%.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf, The overcrowding in hostel rooms may be reviewed from time to time  Repair/maintenance work of hostels has to be regularly adhered to.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,All the girls in Chhattisgarh except one of the current students have said that they are aware of the facilities and supplies to be made to them as per provisions of the scheme.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf", Aadhaar Card number is mandatory to identify the neighbourhood.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",Majority of the schools (Total 75%; Rural 80%; Urban 70%) did not have separate bank account for the reimbursements received despite requirement to maintain a separate bank account in Development and Research Services Pvt.,Neutral
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,Merit matters: Student perceptions of faculty quality and reward.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",Table 3.10: Current class-wise enrolment in sample schools in Rural Madhya Pradesh Class Total No.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",% wrt Col (4) (1) (2) (3) (4) (5) (6) (7) (8) 2015 443(58.4%) 316(41.6%) 759 (100%) 3 7 10 1.32 2016 458(58.1%) 330(41.9%) 788 (100%) 6 6 12 1.52 2017 424(57.3%) 316 (42.7%) 740 (100%) 0 2 2 0.27 2018 418(54.8%) 345(45.2%) 763 (100%) 6 10 16 2.10 B.,Neutral
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,"13 (1) https://jett.labosfor.com/ Date of reception: 26 Oct 2021 Date of revision: 03 Dec 2021 Date of acceptance: 06 Dec 2021 Gopalan K.R, Nivithra S, Vezhaventhan D (2022).",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",Retention  No specific data was collected for retention of EWS/DG students in primary and upper primary level school education in the study area.,Neutral
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,"The current teacher centric model where the teachers decide the subjects, curriculum, evaluation, etc will be replaced by the student centric model where the student gets right to decide the subject he has to study from the institution.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"She sys “Science is my favourite subject, along with English and Hindi.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf, Since girls in these formal schools are available for twenty four hours there is enough potential for introducing art and aesthetics education to these girls.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,It has to be ensured that a doctor is invariably attached to every KGBV and every doctor attached any KGBV visits the KGBV at the least once every 30/31 days.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Half of the 12 teachers interviewed feel that non-teaching assignments is a burden to teachers.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,First she thought the she should tell about the incident to a man walking along the road.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,4.3 Recommendations:  Government look at the scheme more closely and start a thinking process on where is KGBV headed further.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,Fourteen8 states and UTs have been accorded a “special category status”.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",Important to note that there was only 1% drop-out (n=95) at Pre-School/ Nursery level and 0% in all other classes.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,In Rajasthan it is only in one KGBVs out of the six selected remedial education measures are adopted.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,In the selected KGBVs it was investigated whether they have separate teachers for each subjects and the responses in this regard have been consolidated and presented below.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf, Lack of boundary wall (41% girls) and security guard (31% girls) are the main security concern for the girls.,Oppose
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Rajasthan does not have even a single case without a black board.,Oppose
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",102 should be identified and provided timely information in this regard.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"In most cases, the subsidy is provided because the commodity or service is deemed important to the public interest.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Some of them are engaged in household chores and are some also working in factories.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,Kerala was the only state to use nutritional requirements for food baskets and food restrictions on or near school grounds as a means of tackling obesity.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","Thereafter, an advice is generated through the portal for issuing release order to the nodal bank for transferring the amount to the school’s bank account.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"Except one of the current students all the other girls have affirmed that the home works are being given regularly, they are being checked regularly, and the notebooks are being checked regularly.",Neutral
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,Quality of teaching is one of the primary agendas of the policy as well.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","Some schools also give consideration to the first child, single parent and legally adopted child.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"However the active participation of the teachers and the cooperation of the parents vary from place to place, school to school and teacher to teacher.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,However there may be occasions which necessitates the KGBV to appoint male staff and allow them to work in the campus during the day time after certain fixed hours in the morning and before certain fixed hour in the evening.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,It has been tried to ascertain from the 12 teachers contacted whether they stay in the hostel and whether there is separate room for teachers to stay in the hostel.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Except very few all the girls in Rajasthan have affirmed that tests are conducted regularly.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,The number and percentage of teachers who have discussed various other issues are indicated for each of the issues discussed in the table below.,Oppose
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Girls on Security arrangements The satisfaction of the girls over the security arrangement made for them is of utmost importance.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Whether the school has such infrastructures adequately or not has been probed and it is seen that in all the six selected KGBVs the infrastructures for learning were just adequate.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf", The school once allotted to the applicant through the computerized draw of lots shall not be changed under any circumstances.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf, The Navodaya Vidyalaya Samiti (NVS) very meticulously utilizes the budgetary provisions for each student.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,3 Linkages with Pass outs  Linkages are not kept with every pass out from 8th standards in every school.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Overall cleanliness of the KGBV Campus is done on daily and weekly basis right from toilets to garden and clothing to kitchen cleaning by the students and sweepers by using cleaning agents.,Neutral
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,https://doi.org/10.3102/0162373719876923 3.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",98 Impact  It has a very positive impact on EWS/DG students.,Support
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,She was told that they will not send her to KGBV again after vacation as her marriage will be fixed soon.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Fifty percent of the ex-students have said that sufficient computers were available for them whereas only about 35 percent of the current students have said that sufficient numbers of computers are available for them.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,However 13 KGBVS of model 1 do not have necessary infrastructure.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Table 6.3 Distribution of KGBVs as per year of establishment Year of Establishments Total 2005 2006 2007 3 2 1 6 50.00% 33.30% 16.70% 100.00% The selected schools have been distributed between the years 2005 to 2007 as shown above.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","(Note: In case of non-existence of school from a particular category, the selection was made from the available category) The selection of these schools was done randomly after getting the necessary information of school category etc.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,In 13 percent cases in Madhya Pradesh it has been reported that the recreational facilities are not available.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Salary of teachers The salaries of teachers are generally paid through BSA.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,In all the KGBVs one of the teacher herself is also warden of the hostel.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,It is seen that only one out of the 60 current students and two out of the 30 ex- students have attended the bridge courses.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf", All schools declare the number of seats reserved for EWS and DG students publicly as well as on the DoE portal.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Nodal officers have been nominated in all the states.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",26 Category Admission taken Left Out (Without TC) Number of students % inc.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,So there is a need to take a policy decision  it can be thought of linking with other programmes for secondary education like RMSA.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,The survey team has tried to find out from the girls contacted whether they are aware of the provision as per guideline of the scheme of the facilities to be given to them 99 and the supplies to be made to them.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Sometimes fund is received at March end.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,They may keep a 29 register for the purpose and keep tracking them and guide and help them for further education.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Among the ex-students also more than 93 percent were sharing the accommodation.,Neutral
SSG-2022-report.pdf,Direct Observation (300 Marks) 291.18 Direct Observation of Households (150 Marks) 150 Direct Observation of Public Places (60 Marks) 59.82 Direct Observation of Village Level Waste Management Assets and IEC Displays (90 Marks) 81.36 2.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,All the students currently studying have affirmed that they have the interaction with the teachers.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,The overall position in this regard is indicated in the table below.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"Over half (58%) of the participating states report that they ensure menstrual hygiene for female students. Education related to nutrition, health, and hygiene can also augment the benefits derived from a school meal program.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Use of Class rooms for more than one class One of the basic requirements for the education of the children under the scheme is required number of class rooms for conducting different classes.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","2.1.4 Sampling Units To pursue the study objectives in Delhi, a sample of 20 un-aided schools, 10 each from rural and urban area, was selected.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Two third of the teachers have said that the quality is very good.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,It has further been seen all the teachers and non-teaching staff except one non-teaching staff in the KGBVs are satisfied with the selection process adopted for the admission of the girls in the KGBVs.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,195 Girls’ participation in cleaning activities It is possible in the hostels that the children are engaged in various cleaning activities.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,School feeding and learning achievement: Evidence from India’s mid-day meal program.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Table 7.51 Distribution of teaches as per their opinion on the sufficiency of teachers in their schools.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,o Adequacy and maintenance of infrastructure for learning.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,It has further been seen that all of them are satisfied with the arrangements in the hostels.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf," Hostel facilities must be kept up to the mark –drinking water, sanitation and lodging facilities.",Neutral
