file_name,comment_text,stance_label,word_count,policy_domain,app_name,package_name,rating,policy_id,policy_title,domain,state,district,source_type,source_name,respondent_type,sentiment_label,cleaned_comment_text
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",it is hoped that the insights generated through research findings of this survey will help in designing focused interventions to improve implementation of the section 12 1 c of the rte act in the states,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,how far this is being implemented has been seen by investigating whether a doctor is attached to the kgbv or not and the prevailing position in this regard has been shown in the table below,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,the scheme has provisions for cooks and assistant cooks in the hostels,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",they raise reimbursement claims on the doe portal annually depending on the amount spent per child and receive the admissible reimbursement amount from the government,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,moreover 75 100 of cooks caterers in maharashtra and uttarakhand are women,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,it is only in one case that the hostel was found to be 500 mtrs away from school,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",encouragingly only less than 0 05 students left the school without transfer certificates during 2015 2018,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,it would be better to fix the time period for release of amount and follow a regular pattern of release of amount,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,71 availability of doctor normally a doctor is expected to be attached to the kgbv to take care of the health and hygiene needs of the girls,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,government of india 63 ministry of human resource development mhrd,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,at the same time parents are keen to enroll their daughters in government schools mostly for free food,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,however this was followed in 2015 16 by a 30 decline in the budgetary allocation for the scheme,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,after final evaluation children are promoted to the next higher class,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",grievances received and their redressal should be made time bound and public,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,processing data analysis the data was entered using double entry system the second entry or verification being done by an independent operator,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,states that were wealthier tended to have fewer private schools while areas with poor public school performance were likely to have more private schools,against,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",in this context the strength of ews dg students in terms of new admissions shows marginal increase in rural area total admission 11 09 new admissions 11 25 but substantial decrease in urban area total admission 12 57 new admissions 6 82,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,it is all the more necessary in the case of mathematics and science,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,however 10 percent have spent 4 years and no one has spent more than 4 years,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,in all the states some of the schools have said that there is no circular on list of holidays,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",table 3 18 distribution of sample schools by area providing free items to students admitted under section 12 1 c of rte act 2009 in madhya pradesh list of items distribution of schools rural urban total no,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",of schools applied for reimbursement of funds 17 16 4 no,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,handling classroom hunger a comparison of different modes of delivery of the mid day meal program in anekal block karnataka,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,finally we also acknowledge the efforts put by our field team and office staff,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,25 percent have said that it is just good,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,about half 47 of the states are able to link individual student attendance to their participation in the scheme while it is less common at 11 to link individual academic achievements and graduation rates to participation in the scheme,neutral,,,,,,,,,,,,,,,
SSG-2022-report.pdf,total feedback collected using the two approaches barring key informant was 5 13 77 176 households 1 78 736 web 1 00 72 353 app 4 11 26 087,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",awareness generation iec activities to generate awareness about the provisions of the act and knowledge about the eligibility criteria admission process of ews dg category of students should be strengthened,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",majority of the schools give weightage to neighbourhood distance in kms,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",the reimbursement provisions and processes should be made transparent,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,the team has also observed in the schools that the daily time tables of activities are available in all the school,neutral,,,,,,,,,,,,,,,
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,educational evaluation and policy analysis 42 1 22 45,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,reach out to very deprived communities especially muslim girls and those from poor migrant families,against,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,more than 85 percent of the girls in uttar pradesh are satisfied with the security arrangements,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,one of the kgbv in madhya pradesh has even produced very good videos depicting the success stories and the various efforts undertaken by the kgbv in different fields,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,all the schools should have the teaching and learning materials,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,the state may follow the practice of uttar pradesh and appoint only those with b ed qualification as teachers in the overall interest of the programme,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,in all the schools teachers generally meet together and discuss various issues related to the school students and other matters of common interest for the overall improvement of the institution,against,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",majority of the schools were aware about the type of information government collects on the rte portal however the schools in rural area were better informed in this regard,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,ed qualification may be appointed as teachers,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",2 2 3 interaction with parents interaction with parents revealed that the process of admission at the entry level was online,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",total enrolment made every year increased from minimum of 1323 in 2016 to maximum of 1569 in 2018 registering an increase of about 19,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,in 80 of the schools a doctor is attached to the kgbv,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,whether the school has such infrastructures adequately or not has been probed and it is seen that in none of the schools the same was found inadequate,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",retention all the school teachers should be sensitised to meet the needs of ews dg students and ensure that no student leaves the school without tc,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,teachers need to be trained in cce the special officer warden teachers and other non teaching staff should be trained to manage a hostel for adolescent girls,neutral,,,,,,,,,,,,,,,
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,the nep which has been approved by the union cabinet has made revolutionary reforms in the indian education paradigm,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",3rd stage selection of schools to select the sample of 20 schools from each state 4 schools 2 each from urban and rural area were selected from each of 5 sampled districts in each state,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",heads of the concerned private unaided recognized schools shall not unnecessarily send the parents to the department for making amendments correction in the online application forms as the same cannot be done at this stage,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",reimbursement of per child expenditure by the state rule 8 reimbursement of per child expenditure by the state government,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,260 most of the girls want to study ahead and for that it is very important to give them scholarship on time most of the girls were saying the scholarship is very less and this needs to get increased,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,the costs of cooking and engaging cooks cum helpers cchs are shared in different ratios across the central government and state governments based on each state s status as outlined in section 1 3,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,condition of the hostel building as in the case of the kgbv building the condition of the hostel building where the girls have to stay is also important,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",of schools received funds 6 4 0 amount of funds applied for reimbursement rs 10585776 14160157 19618259 funds received rs 8226510 4542626 0 funds received 78 32 0 total rural urban no,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,230 teachers help in cooking in many of the school where midday meal scheme is functioning it has been seen that teachers help in cooking,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",yes 6 60 6 60 12 60 no 4 40 4 40 8 40 total 10 100 0 10 100 0 20 100 0 the rte act intends to reduce drop outs,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,in almost all the cases the other facilities provided to the girls had a very good impact in the upkeep of the girls fourteen of the posts were vacant,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,they might not have been allowed to discuss the issues related to menstruation in open and might not be following the requirements to keep hygiene and having the use of pads,against,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,along these lines the survey revealed that in 63 of the states at least three quarters of caterers cooks are women figure 20,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,about 7 percent of the current students and 27 percent of the ex students have found the quality to be poor,against,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,irrespective of the fact whether they are involved in non teaching job or not at present they were asked to give their opinion as to whether they feel that the non teaching assignments to the teachers is a burden to them or not,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,the period for which these posts are vacant ranges from 3 months to 11 years,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,regular teachers could be deputed to these schools in addition to teachers selected under the scheme,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,ii it would be better to fix the time period for release of amount and follow a regular pattern of release of amount,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,in most of the cases the girls may be hailing from conservative background,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,the empowering girls through programmes like power angel programme followed in some place could be made compulsory for all the schools to follow up,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",they accounted for 9 share in new admissions,neutral,,,,,,,,,,,,,,,
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,the nep 2020 has established the control of quality through biennial accreditation process,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,professional qualification of the staff interviewed the teaching staff are expected to possess the professional qualification b,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,in some participating states decision making is cascaded even further to include local self governance institutions such as village administrators panchayats,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",the schools should have separate arrangement for teaching specially abled students immediate measures should be taken to maintain district level records of retention of ews dg category of students up to class 8 level,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,the operational kgbvs in selected states are 564 out of 743 sanctioned in andhra pradesh 445 out of 535 sanctioned in bihar 77 out of 99 sanctioned in jammu and kashmir and 200 out of 200 sanctioned in rajasthan,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",further schools have to provide the free books school uniforms and writing material to each and every student admitted under ews dg category,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,xiv it has been confirmed that kgbv has separate bank accounts,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,all the girls in rajasthan have said that they are aware of the facilities and supplies to be made to them as per provisions of the scheme,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,98 percent were satisfied with the upkeep of bed linen,neutral,,,,,,,,,,,,,,,
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,effect of role models a critical study on the recent research contribution of vice chancellors of selected private universities in india,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",applicants generally preferred schools that begin at the pre primary nursery level rather than those which directly start from class 1,neutral,,,,,,,,,,,,,,,
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,data was gathered by using online interview techniques so that correct and authentic information from the concerned people should be collected,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",in this context it is desirable to take necessary steps to ensure that no student leaves the school without tc,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",for any clarification grievances in this context parents school may contact on the ews helpline numbers 8800355192 and 9818154069 on working days from monday to friday between 10 00 am to 5 00 pm,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",therefore there is scope for improvement to ensure strict compliance of prescribed guidelines in this regard by all 100 schools,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,we would also like to express our thanks to our field teams headed by shri nagendra prasad shri hemant gupta shri dananjay and ms,neutral,,,,,,,,,,,,,,,
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,13 1 issn 1989 9572 188 question 1 are you aware of the new education policy nep of 2020,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,the survey tools used multiple test booklets with 45 questions in classes iii and v and 60 questions in class viii in mathematics language sciences and social sciences,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,it has been probed by the survey team to see whether the health records of the girls are kept or not,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,in madhya pradesh about 30 percent of the ex girls and about 27 percent of the current girls contacted were not satisfied with the role of the warden,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,95 percent of the students were satisfied with the upkeep of the furniture,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,revision of norms of central assistance for management monitoring and evaluation under national programme of mid day meal in schools circular accessed at ministry of human resource development mhrd,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,reservation of seats for kgbv girls in navodaya vidyalayas should be considered for promoting their higher education,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,use of computers by girls next it was probed from the students use the computers,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,nearly all 94 of the surveyed states reported that their on site cooking facilities are equipped with storage facilities figure 19 only himachal pradesh highlighted the absence of storage facilities,neutral,,,,,,,,,,,,,,,
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,conclusion advanced education is a significant angle in choosing the economy societal position innovation reception and solid human conduct in each nation,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,the scheme covers students for at least 200 school days per year and ensures access to one hot cooked meal per day,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,examine o the process by which ngos or other non governmental players are identified to run kgbvs and what formal arrangements are worked out between spo and them e g,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",most of the school teachers also felt that the teaching learning and attitude of the students had been inclusive,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,she requested and convinced her parents that this not her age for marriage and she should first finish her studies,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",development research services p ltd final report 2021 sample survey and study under section 12 1 c of the rte act 2009 submitted to niti aayog government of india contents sl,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,i can spend the entire day with my books without getting bored she prefers to stay in hostel even during festival periods and devote the time for study,neutral,,,,,,,,,,,,,,,
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,the private sector should give 20 free seats 30 half fee scholarships so that many poor but merit based students get free or discounted fee study opportunities which is based on the nep 2020,against,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,it would not be proper to engage the girls in the cooking activities of the hostel under any circumstances,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,it should be noted that the government of india maintains a weekly iron and folic acid supplementation wifs program to reduce anemia among adolescents ages 10 19,neutral,,,,,,,,,,,,,,,
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,analysis of the indian national education policy 2020 towards achieving its objectives,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",unique serial number and acknowledgement will be maintained,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,achievements against stated objectives of the scheme good practices,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,it is seen that more than 95 of the girls do not follow the taboos,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,not even one girl either current student or the ex student have found the quality of teaching as poor in the state of rajasthan,against,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",rule 6 of karnataka rte rules states that the local authority would maintain records of all children in its jurisdiction through a household survey from their birth till they attain 14 years,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,the girls contacted were asked whether in their class rooms these materials facilities have been used or not,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",areas or limit of neighborhood school and procedure for recognition of private schools,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",they had submitted the birth certificate of their child along with the application form,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,face to face personal interviews adopting a semi structured questionnaires was adopted to collect information from girls studying in kgbvs or passed out from kgbvs,neutral,,,,,,,,,,,,,,,
SSG-2022-report.pdf,z z locations with iec displays on odf plus and swachh survekshan grameen sub component 1 direct observation of public places 60 marks table 13 sub component 1 direct observation of public places 60 marks q1,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,deserving and needy teachers should be given priority and they should be apprised of the requirements of the challenging job they are appointed for,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,the survey also aims to expand global knowledge on the topic of school feeding inspire further research and identify peer to peer learning opportunities,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,there were no m phil or 12th only pass persons,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",table 2 23 distribution of sample schools having separate bank accounts for receiving reimbursement funds in delhi list of items distribution of schools rural urban total no,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,security measures security of the girls is one of the major concerns in the kgbvs,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",the school shall not charge tuition fee from the students admitted under ews dg category,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,all the current students are very much satisfied with the upkeep of common areas 196 surroundings and bed linen,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,table 2 suggests that there remains an urgent imperative to combat stunting and wasting in india anemia is also prevalent affecting 23 5 of children of ages 5 9 and 28 of adolescents of ages 10 19,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",schools and gradual increase in the un aided private schools,neutral,,,,,,,,,,,,,,,
SSG-2022-report.pdf,figure 36 women s awareness on mhm practices do households women s awareness on mhm practices n 1 75 221 5 4 94 6 yes no 5 2,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,assess transition rates to secondary schools and reasons for any failure to transition to secondary schools,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,there is a slight increase in the percentage of current students as compared to ex students which indicates the improvement in the facility over time,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,looking at enrolment trends there remain significant gaps in the enrolment of girls at the elementary level as compared to boys especially at the upper primary levels,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",the state advisory council advises the government on implementation of the rte act,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,x library must be there in every school,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,all of them are established and functioning and all of them are also recognized,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",5 3 conclusion the study findings indicate that section 12 1 c of the rte act 2009 is being successfully implemented to only some extent in delhi madhya pradesh and karnataka,for,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",37 admission process there should be a mechanism for submission of off line application forms for those who cannot follow online process,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,7 percent were dissatisfied with the upkeep of furniture,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",the state department has reportedly formulated an action plan to minimize dropout rate by taking initiatives like organizing parents counselling launching various welfare schemes,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,in total there are 2 6 million cooks cum helpers cchs hired under the mdm scheme,neutral,,,,,,,,,,,,,,,
SSG-2022-report.pdf,dedicated staff3 for solid liquid waste management was there in around 96 2 of the districts,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",overall in the combined rural and urban area the percentage of funds received against the amount of funds applied for reimbursement was at the level of 71 34 and 2 only during 2015 16 2016 17 and 2017 18 respectively,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,the hostels should have its own staff for cooking and the time of the students may not be spent for this purpose,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,3 the language and active involvement to improve learning outcomes2,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",urban area unlike in rural area enrolment under section 12 1 c of rte act 2009at the entry class in sample schools in urban karnataka was dominated by girls over boys by about 1 3 percentage points during 2015 17,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,one 5th of the current students in madhya pradesh have said that there is no study hour in their hostels,neutral,,,,,,,,,,,,,,,
SSG-2022-report.pdf,this also included a checklist for direct observation of households z z citizen feedback tools for different categories general population panchayat shg flws etc,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,among the ex students also more than 83 percent were sharing the accommodation,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",the helpdesk shall maintain a single register of all referred cases relating to ews dg category whether by parents schools or from hq or from the online portal or public hearings etc,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",wrt col 7 1 2 3 4 5 6 7 8 9 rural 6890 1167 16 94 26 2 23 1611 163 10 12 urban 7681 1105 14 39 5 0 45 1898 91 4 79 total 14571 2272 15 59 31 1 36 3509 254 7 24 3 3 1 1 current class wise enrolment a,neutral,,,,,,,,,,,,,,,
SSG-2022-report.pdf,iii the total cumulative population was divided by the number of villages to be sampled to get the sampling interval,neutral,,,,,,,,,,,,,,,
